Name,Manufacturer,Actual Price,Discounted Price
FEXOCON 180 Tablet 10's,* Mkt: MINOVA LIFE SCIENCES PVT LTD * Delivery charges if applicable will be applied at checkout,120,120
FEXOCON M Tablet 10's,* Mkt: MINOVA LIFE SCIENCES PVT LTD * Delivery charges if applicable will be applied at checkout,160,160
Fexofen 120mg Tablet 6'S,* Mkt: Aristo Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,108,73.5
Fexofen 180mg Tablet 6'S,* Mkt: Aristo Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,160,91.5
FEXOKAI M Tablet 10's,* Mkt: KAINOSIS PHARMACEUTICALS * Delivery charges if applicable will be applied at checkout,129,129
FEXOKAST Tablet 10's,* Mkt: Encore Healthcare Private Limited * Delivery charges if applicable will be applied at checkout,136,136
Fexolife 180mg Tablet 10'S,* Mkt: Dr Johns Lab Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,160,175.45
FEXOLIFE 120mg Tablet 10's,* Mkt: Dr Johns Lab Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,151.25,151.25
Fexolife M Tablet 10'S,* Mkt: Dr Johns Lab Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,223.6,175.45
FEXOLITE M Tablet 10's,* Mkt: Isis Pharmaceuticals * Delivery charges if applicable will be applied at checkout,131,131
Fexomik 180mg Tablet 10'S,* Mkt: Dermarex Healthcare India Pvt Ltd * Delivery charges if applicable will be applied at checkout,160,200
FEXONA Tablet 10's,* Mkt: Hetero Healthcare Limited * Delivery charges if applicable will be applied at checkout,223.6,115
FEXONIL M Tablet 10's,* Mkt: SANATRA HEALTH CARE * Delivery charges if applicable will be applied at checkout,125.66,125.66
FEXOPRIDE M Tablet 10's,* Mkt: Innovative Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,223.6,185
Fexova 120mg Tablet 10'S,* Mkt: Ipca Laboratories Ltd * Delivery charges if applicable will be applied at checkout,108,162.25
Fexova 180mg Tablet 10'S,* Mkt: Ipca Laboratories Ltd * Delivery charges if applicable will be applied at checkout,160,216
Fexy 180mg Tablet 10'S,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,160,264.1
Fexy Suspension 60ml,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,137.3,137.3
FFD 120 Tablet 10's,* Mkt: Ronyd Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,108,79
FFD MONT Tablet 10's,* Mkt: Salsim Pharma PVT LTD * Delivery charges if applicable will be applied at checkout,223.6,129
FIBAFEX M Tablet 10's,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,223.6,218.5
Fixar 10/120mg Tablet 10'S,* Mkt: Hetero Healthcare Limited * Delivery charges if applicable will be applied at checkout,223.6,105.27
FM 130 Tablet 10's,* Mkt: Esmatrix Life Sciences Pvt Ltd * Delivery charges if applicable will be applied at checkout,223.6,210
FM 24 Tablet 10'S,* Mkt: Dr. Reddy's Laboratories Ltd * Delivery charges if applicable will be applied at checkout,223.6,224.5
Foristal Tablet 10'S,* Mkt: Eris Oaknet Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,36.96,36.96
FX 24 Suspension 60ml,* Mkt: Hetero Healthcare Limited * Delivery charges if applicable will be applied at checkout,71.5,71.5
FX M Tablet 10's,* Mkt: Oscar Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,223.6,170
FXSON M Tablet 10's,* Mkt: Unison Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,223.6,65.9
FEXIGRA M Tablet 10's,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,202.31,141.62
FEXONUS 180 Tablet 10's,* Mkt: MECONUS HEALTHCARE Pvt Ltd * Delivery charges if applicable will be applied at checkout,180,180
FEXOZIDE 120mg Tablet 10's,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,108,105
FEXOZIDE Suspension 60ml,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,98.5,98.5
FEXT Suspension 60ml,* Mkt: Best Biotech * Delivery charges if applicable will be applied at checkout,95,95
FXOMONT Tablet 10's,* Mkt: Avighna Medicare Pvt Ltd * Delivery charges if applicable will be applied at checkout,223.6,145
BILADEX 20 Tablet 10's,* Mkt: Skin Science Laboratory Private Limited * Delivery charges if applicable will be applied at checkout,110,110
BILARGY 20 Tablet 10's,* Mkt: Best Biotech * Delivery charges if applicable will be applied at checkout,145,135
F DIN M Tablet 10's,* Mkt: KAIZEN RESEARCH LABS INDIA PVT LTD * Delivery charges if applicable will be applied at checkout,223.6,169
BENOVAT 45mg Tablet 10's,* Mkt: Mova Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,261,261
Flagyl IV Infusion 100ml,* Mkt: Abbott Healthcare Pvt Ltd (Generics) * Delivery charges if applicable will be applied at checkout,22.4,22.4
Furoxone 100mg Tablet 10'S,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,1.97,1.97
Furoxone 25mg Suspension 57ml,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,6.2,6.2
Bizfer XT Tablet 10'S,* Mkt: J B CHEMICALS & PHARMACEUTICALS LTD * Delivery charges if applicable will be applied at checkout,161.07,161.07
Bravofer Tablet 10'S,* Mkt: Cadomed Pharmaceuticals India Pvt Ltd * Delivery charges if applicable will be applied at checkout,108.9,98.01
BESTIRON PAEDIATRIC HAEMATINIC Drops 15ml,* Mkt: Elan Pharma India Pvt Ltd * Delivery charges if applicable will be applied at checkout,115,115
FAA 20mg Tablet 10'S,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,251.5,251.5
Fdson MP Tablet 10'S,* Mkt: Unison Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,46,46
Fdson Plus Tablet 10'S,* Mkt: Unison Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,24.9,24.9
Fdson Spor Tablet 10'S,* Mkt: Unison Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,60,34.2
FE 10 Injection 5ml,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,321.44,321.44
FE SENCY Drops 30ml,* Mkt: Encore Healthcare Private Limited * Delivery charges if applicable will be applied at checkout,109,109
FE SENCY Tablet 40's,* Mkt: Encore Healthcare Private Limited * Delivery charges if applicable will be applied at checkout,197,197
Ferium XT Drops 15ml,* Mkt: Emcure Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,124.6,124.6
FEROFAG Capsule 10's,* Mkt: MEDLIUS PHARMA PVT LTD * Delivery charges if applicable will be applied at checkout,118.5,118.5
Feronia D3 Tablet 10'S,* Mkt: Zuventus Healthcare Ltd * Delivery charges if applicable will be applied at checkout,183,183
FERONIA XT Tablet 15's,* Mkt: Zuventus Healthcare Ltd * Delivery charges if applicable will be applied at checkout,257.3,257.3
Ferri 100mg Injection 5ml,* Mkt: Emcure Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,286.72,272.38
Folinext Tablet 30'S,* Mkt: Aristo Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,98,98
FOLIRED XT Tablet 10's,* Mkt: DEPSON HEALTHCARE * Delivery charges if applicable will be applied at checkout,60,60
Folvite MB Capsule 15'S,* Mkt: Pfizer Ltd * Delivery charges if applicable will be applied at checkout,231,231
FERIUM XT Tablet 15's,* Mkt: Emcure Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,122.65,284.15
BEAT HF 5 Tablet 10's,* Mkt: Emcure Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,180,127.1
BMD Max 2.5mg Capsule 10'S,* Mkt: Akumentis Healthcare Ltd * Delivery charges if applicable will be applied at checkout,151,151
Flavedon 20mg Tablet 10'S,* Mkt: Servier India PVT LTD (Formerly Known As Serdia Pharmaceuticals (India) Pvt Ltd) * Delivery charges if applicable will be applied at checkout,108.9,108.9
Flavedon MR 35mg Tablet 10'S,* Mkt: Servier India PVT LTD (Formerly Known As Serdia Pharmaceuticals (India) Pvt Ltd) * Delivery charges if applicable will be applied at checkout,140.7,158.39
FLAVEDON OD 80mg Capsule 10's,* Mkt: Servier India PVT LTD (Formerly Known As Serdia Pharmaceuticals (India) Pvt Ltd) * Delivery charges if applicable will be applied at checkout,289.19,289.19
FLAVETAG SR 35mg Tablet 10's,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,119,119
FORDIL 5mg Tablet 20's,* Mkt: 4 Care Life Science Pvt Ltd * Delivery charges if applicable will be applied at checkout,150,127.5
FLAVEDAC 20mg Tablet 10's,* Mkt: Innovative Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,165,165
FLAVEDAC 35mg Tablet 10's,* Mkt: Innovative Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,140.7,119
FLAVETAG 35mg Tablet 10's,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,140.7,119
FLAVETAG 20 mg Tablet 10's,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,69.5,69.5
BETONIN KIDS MIXED FRUIT FLAVOUR Gummies 30's,* Mkt: Abbott Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,215,215
BIOLACTIN Tablet 10's,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,15.6,15.6
Biopron 4mg Tablet 10'S,* Mkt: Leeford Healthcare Ltd (Generics) * Delivery charges if applicable will be applied at checkout,17.6,12.32
Biopron Syrup 200ml,* Mkt: Leeford Healthcare Ltd (Generics) * Delivery charges if applicable will be applied at checkout,125,87.5
Fenu G Powder 3Gm,* Mkt: NOUVEAU MEDICAMENT (P) LTD * Delivery charges if applicable will be applied at checkout,8,8
Fibricor 0.1mg Injection 10ml,* Mkt: Zuventus Healthcare Ltd * Delivery charges if applicable will be applied at checkout,1,1460
Flecarite 100mg Tablet 10'S,* Mkt: Torrent Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,368.35,368.35
Flecarite 50mg Tablet 10'S,* Mkt: Torrent Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,192.05,192.05
BARINAT 1mg Tablet 14's,* Mkt: Natco Pharma Ltd * Delivery charges if applicable will be applied at checkout,210,210
BIOCOLLAZ 10mg Injection 1ml,* Mkt: Bion Therapeutics (I) Pvt Ltd * Delivery charges if applicable will be applied at checkout,99,99
Biojoynt Tablet 10'S,* Mkt: Biovitamins Private Limited * Delivery charges if applicable will be applied at checkout,150,150
BIOJOINT Tablet 10's,* Mkt: Elfin Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,89,89
BIOVISC ORTHO SINGLE 90mg Prefilled Syringe(Pfs) 3ml,* Mkt: Biotech Vision Care Pvt Ltd * Delivery charges if applicable will be applied at checkout,22500,22500
FERINE GLU Tablet 10's,* Mkt: CONSTANT REMEDIES (P) LTD * Delivery charges if applicable will be applied at checkout,168,168
Fitjoint Capsule 10'S,* Mkt: Emcure Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,530,530
BIO MMF Tablet 10's,* Mkt: Bios Labs Pvt Ltd * Delivery charges if applicable will be applied at checkout,428.56,428.56
Biomus 1mg Capsule 10'S,* Mkt: Alniche Life Sciences Pvt Ltd * Delivery charges if applicable will be applied at checkout,384.38,416
Biomus 0.5mg Capsule 10'S,* Mkt: Alniche Life Sciences Pvt Ltd * Delivery charges if applicable will be applied at checkout,191,191
Biomyf 500mg Tablet 10'S,* Mkt: Alniche Life Sciences Pvt Ltd * Delivery charges if applicable will be applied at checkout,737.97,737.97
BIOMYF S 360mg Tablet 10's,* Mkt: Alniche Life Sciences Pvt Ltd * Delivery charges if applicable will be applied at checkout,1123,820
Flamcor 6mg Tablet 10'S,* Mkt: Linux Laboratories Pvt Ltd * Delivery charges if applicable will be applied at checkout,65,128.5
FLAZO Syrup 30ml,* Mkt: Regalia Pharmaceuticals India Pvt Ltd * Delivery charges if applicable will be applied at checkout,60,60
FULCORT 6mg Tablet 10's,* Mkt: Salvador Visiontech * Delivery charges if applicable will be applied at checkout,90,90
FOLITRAX LP Gel 20gm,* Mkt: Ipca Laboratories Ltd * Delivery charges if applicable will be applied at checkout,305,305
Bangshil Tablet 100'S,* Mkt: Alarsin Pharmaceuticals * Delivery charges if applicable will be applied at checkout,297,297
Bangshil Tablet 50'S,* Mkt: Alarsin Pharmaceuticals * Delivery charges if applicable will be applied at checkout,165,165
Bestlin Liniment 60ml,* Mkt: Apex Laboratories Pvt Ltd * Delivery charges if applicable will be applied at checkout,125,125
BESTLIV Syrup 200ml,* Mkt: Cosmic Life Sciences * Delivery charges if applicable will be applied at checkout,110,110
BONIHEAL Tablet 20's,* Mkt: Aimil Pharmaceuticals (India) Limited * Delivery charges if applicable will be applied at checkout,160,160
Bonnisan Liquid 100ml,* Mkt: Himalaya Drug Company * Delivery charges if applicable will be applied at checkout,65,65
Bonnisan Oral Drop 30ml,* Mkt: Himalaya Drug Company * Delivery charges if applicable will be applied at checkout,75,75
Britesite Eye Drops 10ml,* Mkt: Centaur Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,77.62,77.62
FIXOBETES Tablet 30's,* Mkt: Meridian Enterprises Pvt Ltd * Delivery charges if applicable will be applied at checkout,150,150
FLEXIQULE EMOLLIENT Oil 30ml,* Mkt: Alchem Phytoceuticals Ltd * Delivery charges if applicable will be applied at checkout,415,415
FRANCH OIL 100ML,* Mkt: Franch Herbs Ltd * Delivery charges if applicable will be applied at checkout,210,199.5
BACSTAN O Tablet 10's,* Mkt: Avis Life Care Pvt Ltd * Delivery charges if applicable will be applied at checkout,242,158
Bacstol 100mg Tablet 10'S,* Mkt: Ipca Laboratories Ltd * Delivery charges if applicable will be applied at checkout,96.3,96.3
Bacstol 200mg Tablet 10'S,* Mkt: Ipca Laboratories Ltd * Delivery charges if applicable will be applied at checkout,152.85,152.85
BACTER 200 Tablet 10's,* Mkt: Cubit Healthcare * Delivery charges if applicable will be applied at checkout,82.81,56
BACTER DT 100 Tablet 10's,* Mkt: Cubit Healthcare * Delivery charges if applicable will be applied at checkout,35,35
BACTOCEF Injection 1.5gm,* Mkt: PHARMATECH INDIA * Delivery charges if applicable will be applied at checkout,240,240
Bactoclav 375mg Tablet 10'S,* Mkt: Micro Labs Ltd * Delivery charges if applicable will be applied at checkout,324.48,200
Bactoclav 625mg Tablet 10'S,* Mkt: Micro Labs Ltd * Delivery charges if applicable will be applied at checkout,109.67,204.84
Bactoclav Drops 10ml,* Mkt: Micro Labs Ltd * Delivery charges if applicable will be applied at checkout,90,90
Bactoclav Dry Syrup 30ml,* Mkt: Micro Labs Ltd * Delivery charges if applicable will be applied at checkout,60.48,60.48
Bactoclav DS 457mg Syrup 30ml,* Mkt: Micro Labs Ltd * Delivery charges if applicable will be applied at checkout,127,127
Bactoclav DT Tablet 10'S,* Mkt: Micro Labs Ltd * Delivery charges if applicable will be applied at checkout,122,122
BACTOCLAV ES Dry Syrup 60ml,* Mkt: Micro Labs Ltd * Delivery charges if applicable will be applied at checkout,188.6,188.6
Bactogard 100mg Dry Syrup 30ml,* Mkt: Indoco Remedies Ltd * Delivery charges if applicable will be applied at checkout,187,187
Bactogard 200mg Tablet 10'S,* Mkt: Indoco Remedies Ltd * Delivery charges if applicable will be applied at checkout,165,175
Bactomin 375mg Tablet 10'S,* Mkt: Zuventus Healthcare Ltd * Delivery charges if applicable will be applied at checkout,475.5,475.5
Bactomin 750mg Tablet 6'S,* Mkt: Zuventus Healthcare Ltd * Delivery charges if applicable will be applied at checkout,538.95,538.95
BACTORUS 1.5 Injection 1's,* Mkt: Icarus Health Care Pvt Ltd * Delivery charges if applicable will be applied at checkout,725,220
BACTOSUL Injection 1.5gm,* Mkt: PHARMATECH INDIA * Delivery charges if applicable will be applied at checkout,231.5,125
Bactrim Suspension 50ml,* Mkt: Abbott Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,19.04,19.04
Bactrim DS Tablet 10'S,* Mkt: Abbott Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,25.14,25.14
BAPOGREAT 300 Injection 1's,* Mkt: Cadila Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,2,2800
BARTRIAX SB 1000 Injection 1's,* Mkt: REGENIX DRUGS LTD * Delivery charges if applicable will be applied at checkout,231.5,180
Baycip 250mg Tablet 10'S,* Mkt: Bayer Zydus Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,21.95,21.95
Baycip 500mg Tablet 10'S,* Mkt: Bayer Zydus Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,42.45,40.75
BIASTRONG 300 Injection 1's,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,2,2200
